0,sll,rd,rt,shamt
2,srl,rd,rt,shamt
3,sra,rd,rt,shamt
4,sllv,rd,rt,rs
6,srlv,rd,rt,rs
7,srav,rd,rt,rs
8,jr,rs
9,jalr,rd,rs
9,jalr,rs
12,syscall
16,mfhi,rd
17,mthi,rs
18,mflo,rd
19,mtlo,rs
24,mult,rs,rt
25,multu,rs,rt
26,div,rs,rt
27,divu,rs,rt
32,add,rd,rs,rt
33,addu,rd,rs,rt
34,sub,rd,rs,rt
35,subu,rd,rs,rt
36,and,rd,rs,rt
37,or,rd,rs,rt
38,xor,rd,rs,rt
39,nor,rd,rs,rt
42,slt,rd,rs,rt
43,sltu,rd,rs,rt

OTHERTYPE

2,j,address
3,jal,address
4,beq,rs,rt,imm
5,bne,rs,rt,imm
6,blez,rs,imm
7,bgtz,rs,imm
8,addi,rt,rs,imm
9,addiu,rt,rs,imm
10,slti,rt,rs,imm
11,sltiu,rt,rs,imm
12,andi,rt,rs,imm
13,ori,rt,rs,imm
14,xori,rt,rs,imm
15,lui,rt,imm
32,lb,rt,imm(rs)
33,lh,rt,imm(rs)
34,lw,rt,imm(rs)
36,lbu,rt,imm(rs)
37,lhu,rt,imm(rs)
40,sb,rt,imm(rs)
41,sh,rt,imm(rs)
43,sw,rt,imm(rs)
